rental_id,rental_date,customer_id,film_id,payment_date,amount,tax
4469,08-07-2005 0:18,192,469,08-07-2005 0:18,4.99,1
4470,08-07-2005 0:20,145,788,08-07-2005 0:20,2.99,NULL
4471,08-07-2005 0:21,30,58,08-07-2005 0:21,2.99,NULL
4472,08-07-2005 0:22,343,453,08-07-2005 0:22,7.99,NULL
4473,08-07-2005 0:22,481,304,08-07-2005 0:22,2.99,NULL
4474,08-07-2005 0:26,137,977,08-07-2005 0:26,3.99,NULL
4475,08-07-2005 0:27,340,760,08-07-2005 0:27,2.99,1
4476,08-07-2005 0:34,279,88,08-07-2005 0:34,4.99,0.5
4477,08-07-2005 0:38,552,350,08-07-2005 0:38,6.99,1
4478,08-07-2005 0:39,357,382,08-07-2005 0:39,0.99,NULL
4479,08-07-2005 0:52,211,770,08-07-2005 0:52,2.99,1
4480,08-07-2005 0:56,296,973,08-07-2005 0:56,4.99,1
4481,08-07-2005 0:58,474,364,08-07-2005 0:58,2.99,NULL
4482,08-07-2005 1:01,511,767,08-07-2005 1:01,4.99,1
4483,08-07-2005 1:03,425,271,08-07-2005 1:03,8.99,NULL
4484,08-07-2005 1:05,306,628,08-07-2005 1:05,5.99,NULL
4485,08-07-2005 1:07,130,573,08-07-2005 1:07,4.99,1
4486,08-07-2005 1:09,197,183,08-07-2005 1:09,8.99,1
4487,08-07-2005 1:20,360,480,08-07-2005 1:20,7.99,NULL
4488,08-07-2005 1:22,89,457,08-07-2005 1:22,0.99,NULL
4489,08-07-2005 1:23,259,938,08-07-2005 1:23,4.99,1
4490,08-07-2005 1:26,161,590,08-07-2005 1:26,2.99,NULL
4491,08-07-2005 1:30,413,258,08-07-2005 1:30,0.99,1
4492,08-07-2005 1:32,247,254,08-07-2005 1:32,2.99,NULL
4493,08-07-2005 1:40,167,301,08-07-2005 1:40,0.99,1
4494,08-07-2005 1:42,349,361,08-07-2005 1:42,5.99,NULL
4495,08-07-2005 1:43,404,770,08-07-2005 1:43,2.99,0.5
4496,08-07-2005 1:44,578,31,08-07-2005 1:44,4.99,NULL
4497,08-07-2005 1:51,142,434,08-07-2005 1:51,4.99,NULL
4498,08-07-2005 2:07,43,937,08-07-2005 2:07,2.99,NULL
4499,08-07-2005 2:08,199,187,08-07-2005 2:08,2.99,1
4500,08-07-2005 2:10,462,88,08-07-2005 2:10,4.99,1
4501,08-07-2005 2:12,262,309,08-07-2005 2:12,0.99,NULL
4502,08-07-2005 2:12,470,50,08-07-2005 2:12,6.99,NULL
4503,08-07-2005 2:17,8,329,08-07-2005 2:17,3.99,NULL
4504,08-07-2005 2:19,422,79,08-07-2005 2:19,0.99,1
4505,08-07-2005 2:20,481,406,08-07-2005 2:20,1.99,NULL
4506,08-07-2005 2:22,133,324,08-07-2005 2:22,6.99,NULL
4507,08-07-2005 2:22,505,179,08-07-2005 2:22,6.99,NULL
4508,08-07-2005 2:28,97,870,08-07-2005 2:28,4.99,NULL
4509,08-07-2005 2:32,230,382,08-07-2005 2:32,3.99,NULL
4510,08-07-2005 2:34,27,242,08-07-2005 2:34,5.99,NULL
4511,08-07-2005 2:36,75,970,08-07-2005 2:36,0.99,NULL
4512,08-07-2005 2:38,424,344,08-07-2005 2:38,0.99,1
4513,08-07-2005 2:39,182,810,08-07-2005 2:39,1.99,NULL
4514,08-07-2005 2:41,576,421,08-07-2005 2:41,4.99,NULL
4515,08-07-2005 2:42,229,435,08-07-2005 2:42,4.99,1
4516,08-07-2005 2:43,497,502,08-07-2005 2:43,4.99,NULL
4517,08-07-2005 2:45,16,100,08-07-2005 2:45,4.99,NULL
4518,08-07-2005 2:48,592,152,08-07-2005 2:48,2.99,NULL
4519,08-07-2005 2:51,459,967,08-07-2005 2:51,2.99,0.5
4520,08-07-2005 2:53,104,767,08-07-2005 2:53,4.99,NULL
4521,08-07-2005 2:57,327,581,08-07-2005 2:57,0.99,0.5
4522,08-07-2005 3:03,307,895,08-07-2005 3:03,2.99,1
4523,08-07-2005 3:06,347,611,08-07-2005 3:06,6.99,NULL
4524,08-07-2005 3:10,185,480,08-07-2005 3:10,2.99,0.5
4525,08-07-2005 3:15,458,792,08-07-2005 3:15,2.99,NULL
4526,08-07-2005 3:17,1,316,08-07-2005 3:17,5.99,0.5
4527,08-07-2005 3:20,468,489,08-07-2005 3:20,3.99,1
4528,08-07-2005 3:24,439,705,08-07-2005 3:24,2.99,NULL
4529,08-07-2005 3:26,104,300,08-07-2005 3:26,7.99,NULL
4530,08-07-2005 3:27,79,827,08-07-2005 3:27,4.99,0.5
4531,08-07-2005 3:27,142,683,08-07-2005 3:27,4.99,NULL
4532,08-07-2005 3:30,481,873,08-07-2005 3:30,0.99,NULL
4533,08-07-2005 3:32,474,245,08-07-2005 3:32,0.99,NULL
4534,08-07-2005 3:36,132,554,08-07-2005 3:36,4.99,NULL
4535,08-07-2005 3:40,29,122,08-07-2005 3:40,0.99,0.5
4536,08-07-2005 3:43,26,49,08-07-2005 3:43,3.99,NULL
4537,08-07-2005 3:48,448,288,08-07-2005 3:48,2.99,NULL
4538,08-07-2005 3:56,451,794,08-07-2005 3:56,2.99,NULL
4539,08-07-2005 4:01,264,535,08-07-2005 4:01,0.99,0.5
4540,08-07-2005 4:03,309,903,08-07-2005 4:03,4.99,NULL
4541,08-07-2005 4:04,248,431,08-07-2005 4:04,4.99,NULL
4542,08-07-2005 4:06,293,906,08-07-2005 4:06,4.99,NULL
4543,08-07-2005 4:06,41,203,08-07-2005 4:06,4.99,NULL
4544,08-07-2005 4:11,351,976,08-07-2005 4:11,0.99,1
4545,08-07-2005 4:17,271,799,08-07-2005 4:17,2.99,1
4546,08-07-2005 4:18,393,984,08-07-2005 4:18,8.99,1
4547,08-07-2005 4:20,255,743,08-07-2005 4:20,0.99,NULL
4548,08-07-2005 4:21,164,167,08-07-2005 4:21,4.99,0.5
4549,08-07-2005 4:25,98,614,08-07-2005 4:25,4.99,NULL
4550,08-07-2005 4:34,409,133,08-07-2005 4:34,4.99,NULL
4551,08-07-2005 4:36,494,256,08-07-2005 4:36,7.99,NULL
4552,08-07-2005 4:36,313,559,08-07-2005 4:36,2.99,1
4553,08-07-2005 4:43,529,458,08-07-2005 4:43,0.99,1
4554,08-07-2005 4:48,376,848,08-07-2005 4:48,5.99,1
4555,08-07-2005 4:48,68,382,08-07-2005 4:48,6.99,1
4556,08-07-2005 4:48,348,892,08-07-2005 4:48,9.99,NULL
4557,08-07-2005 4:49,132,265,08-07-2005 4:49,5.99,NULL
4558,08-07-2005 4:55,448,181,08-07-2005 4:55,2.99,NULL
4559,08-07-2005 4:56,424,416,08-07-2005 4:56,0.99,1
4560,08-07-2005 4:58,36,68,08-07-2005 4:58,4.99,0.5
4561,08-07-2005 5:02,500,358,08-07-2005 5:02,0.99,NULL
4562,08-07-2005 5:08,454,215,08-07-2005 5:08,4.99,NULL
4563,08-07-2005 5:08,522,65,08-07-2005 5:08,9.99,NULL
4564,08-07-2005 5:09,519,547,08-07-2005 5:09,0.99,0.5
4565,08-07-2005 5:12,563,821,08-07-2005 5:12,3.99,NULL
4566,08-07-2005 5:18,133,937,08-07-2005 5:18,2.99,NULL
4567,08-07-2005 5:20,202,888,08-07-2005 5:20,4.99,1
4568,08-07-2005 5:23,122,575,08-07-2005 5:23,4.99,NULL
4569,08-07-2005 5:30,366,643,08-07-2005 5:30,5.99,0.5
4570,08-07-2005 5:33,503,573,08-07-2005 5:33,2.99,0.5
4571,08-07-2005 5:34,86,527,08-07-2005 5:34,9.99,NULL
4572,08-07-2005 5:36,323,292,08-07-2005 5:36,1.99,NULL
4573,08-07-2005 5:38,400,543,08-07-2005 5:38,6.99,NULL
4574,08-07-2005 5:39,257,117,08-07-2005 5:39,4.99,NULL
4575,08-07-2005 5:49,41,51,08-07-2005 5:49,2.99,NULL
4576,08-07-2005 5:51,567,417,08-07-2005 5:51,0.99,1
4577,08-07-2005 5:59,442,368,08-07-2005 5:59,3.99,1
4578,08-07-2005 6:00,497,335,08-07-2005 6:00,0.99,NULL
4579,08-07-2005 6:01,585,934,08-07-2005 6:01,4.99,NULL
4580,08-07-2005 6:04,199,768,08-07-2005 6:04,8.99,1
4581,08-07-2005 6:05,591,197,08-07-2005 6:05,6.99,1
4582,08-07-2005 6:09,274,150,08-07-2005 6:09,2.99,1
4583,08-07-2005 6:09,365,901,08-07-2005 6:09,1.99,0.5
4584,08-07-2005 6:11,368,504,08-07-2005 6:11,0.99,0.5
4585,08-07-2005 6:11,143,354,08-07-2005 6:11,7.99,0.5
4586,08-07-2005 6:12,461,302,08-07-2005 6:12,2.99,NULL
4587,08-07-2005 6:16,63,767,08-07-2005 6:16,4.99,NULL
4588,08-07-2005 6:18,198,792,08-07-2005 6:18,2.99,NULL
4589,08-07-2005 6:26,99,266,08-07-2005 6:26,0.99,NULL
4590,08-07-2005 6:27,580,920,08-07-2005 6:27,3.99,NULL
4591,08-07-2005 6:29,182,492,08-07-2005 6:29,3.99,NULL
4592,08-07-2005 6:31,235,463,08-07-2005 6:31,2.99,NULL
4593,08-07-2005 6:38,528,637,08-07-2005 6:38,5.99,NULL
4594,08-07-2005 6:40,506,6,08-07-2005 6:40,7.99,NULL
4595,08-07-2005 6:40,336,166,08-07-2005 6:40,2.99,1
4596,08-07-2005 6:41,306,493,08-07-2005 6:41,1.99,NULL
4597,08-07-2005 6:43,545,824,08-07-2005 6:43,5.99,NULL
4598,08-07-2005 6:46,82,57,08-07-2005 6:46,6.99,NULL
4599,08-07-2005 6:48,356,455,08-07-2005 6:48,4.99,1
4600,08-07-2005 6:48,457,334,08-07-2005 6:48,5.99,NULL
4601,08-07-2005 6:49,572,698,08-07-2005 6:49,2.99,NULL
4602,08-07-2005 6:52,129,790,08-07-2005 6:52,0.99,1
4603,08-07-2005 6:57,334,165,08-07-2005 6:57,6.99,NULL
4604,08-07-2005 6:58,402,920,08-07-2005 6:58,3.99,NULL
4605,08-07-2005 7:00,523,252,08-07-2005 7:00,4.99,1
4606,08-07-2005 7:05,502,424,08-07-2005 7:05,2.99,1
4607,08-07-2005 7:15,281,266,08-07-2005 7:15,0.99,1
4608,08-07-2005 7:19,11,166,08-07-2005 7:19,2.99,0.5
4609,08-07-2005 7:22,573,812,08-07-2005 7:22,0.99,NULL
4610,08-07-2005 7:28,265,283,08-07-2005 7:28,0.99,NULL
4611,08-07-2005 7:33,1,764,08-07-2005 7:33,5.99,0.5
4612,08-07-2005 7:40,371,17,08-07-2005 7:40,1.99,NULL
4613,08-07-2005 7:44,581,105,08-07-2005 7:44,0.99,NULL
4614,08-07-2005 7:45,71,565,08-07-2005 7:45,4.99,NULL
4615,08-07-2005 7:46,404,267,08-07-2005 7:46,8.99,0.5
4616,08-07-2005 7:48,280,565,08-07-2005 7:48,4.99,NULL
4617,08-07-2005 7:55,475,828,08-07-2005 7:55,4.99,NULL
4618,08-07-2005 8:00,179,807,08-07-2005 8:00,2.99,1
4619,08-07-2005 8:01,579,460,08-07-2005 8:01,9.99,NULL
4620,08-07-2005 8:01,210,760,08-07-2005 8:01,5.99,NULL
4621,08-07-2005 8:02,297,349,08-07-2005 8:02,2.99,1
4622,08-07-2005 8:02,289,595,08-07-2005 8:02,0.99,NULL
4623,08-07-2005 8:03,593,907,08-07-2005 8:03,0.99,NULL
4624,08-07-2005 8:12,341,339,08-07-2005 8:12,2.99,NULL
4625,08-07-2005 8:14,473,71,08-07-2005 8:14,4.99,NULL
4626,08-07-2005 8:18,268,8,08-07-2005 8:18,4.99,1
4627,08-07-2005 8:24,78,520,08-07-2005 8:24,2.99,1
4628,08-07-2005 8:25,540,412,08-07-2005 8:25,4.99,NULL
4629,08-07-2005 8:31,563,51,08-07-2005 8:31,6.99,NULL
4630,08-07-2005 8:33,319,755,08-07-2005 8:33,4.99,NULL
4631,08-07-2005 8:38,59,103,08-07-2005 8:38,4.99,1
4632,08-07-2005 8:38,393,944,08-07-2005 8:38,5.99,1
4633,08-07-2005 8:39,348,697,08-07-2005 8:39,0.99,NULL
4634,08-07-2005 8:40,275,176,08-07-2005 8:40,0.99,NULL
4635,08-07-2005 8:42,65,531,08-07-2005 8:42,3.99,NULL
4636,08-07-2005 8:44,228,405,08-07-2005 8:44,4.99,NULL
4637,08-07-2005 8:49,263,417,08-07-2005 8:49,0.99,NULL
4638,08-07-2005 8:57,305,484,08-07-2005 8:57,2.99,NULL
4639,08-07-2005 8:57,75,537,08-07-2005 8:57,5.99,NULL
4640,08-07-2005 8:59,506,253,08-07-2005 8:59,6.99,NULL
4641,08-07-2005 9:09,26,531,08-07-2005 9:09,6.99,NULL
4642,08-07-2005 9:13,30,428,08-07-2005 9:13,2.99,NULL
4643,08-07-2005 9:13,436,54,08-07-2005 9:13,0.99,NULL
4644,08-07-2005 9:14,38,711,08-07-2005 9:14,4.99,NULL
4645,08-07-2005 9:20,400,150,08-07-2005 9:20,2.99,NULL
4646,08-07-2005 9:23,362,134,08-07-2005 9:23,8.99,1
4647,08-07-2005 9:27,312,147,08-07-2005 9:27,3.99,NULL
4648,08-07-2005 9:31,444,764,08-07-2005 9:31,6.99,NULL
4649,08-07-2005 9:32,221,247,08-07-2005 9:32,4.99,NULL
4650,08-07-2005 9:32,108,625,08-07-2005 9:32,4.99,NULL
4651,08-07-2005 9:39,557,886,08-07-2005 9:39,0.99,NULL
4652,08-07-2005 9:47,127,913,08-07-2005 9:47,5.99,1
4653,08-07-2005 9:48,404,552,08-07-2005 9:48,4.99,0.5
4654,08-07-2005 9:48,434,915,08-07-2005 9:48,6.99,NULL
4655,08-07-2005 9:49,213,889,08-07-2005 9:49,8.99,NULL
4656,08-07-2005 9:50,141,183,08-07-2005 9:50,5.99,0.5
4657,08-07-2005 9:51,54,224,08-07-2005 9:51,4.99,0.5
4658,08-07-2005 9:51,166,688,08-07-2005 9:51,0.99,NULL
4659,08-07-2005 9:53,425,958,08-07-2005 9:53,2.99,NULL
4660,08-07-2005 9:54,139,269,08-07-2005 9:54,0.99,NULL
4661,08-07-2005 9:55,518,579,08-07-2005 9:55,4.99,0.5
4662,08-07-2005 9:58,553,301,08-07-2005 9:58,0.99,NULL
4663,08-07-2005 9:59,139,649,08-07-2005 9:59,2.99,NULL
4664,08-07-2005 10:01,546,291,08-07-2005 10:01,0.99,1
4665,08-07-2005 10:04,106,125,08-07-2005 10:04,3.99,1
4666,08-07-2005 10:05,120,1000,08-07-2005 10:05,9.99,NULL
4667,08-07-2005 10:06,485,735,08-07-2005 10:06,2.99,1
4668,08-07-2005 10:11,481,865,08-07-2005 10:11,10.99,NULL
4669,08-07-2005 10:13,581,765,08-07-2005 10:13,5.99,NULL
4670,08-07-2005 10:14,153,730,08-07-2005 10:14,5.99,NULL
4671,08-07-2005 10:15,55,463,08-07-2005 10:15,4.99,1
4672,08-07-2005 10:15,18,417,08-07-2005 10:15,3.99,NULL
4673,08-07-2005 10:16,91,613,08-07-2005 10:16,4.99,NULL
4674,08-07-2005 10:19,329,353,08-07-2005 10:19,2.99,0.5
4675,08-07-2005 10:24,380,288,08-07-2005 10:24,2.99,NULL
4676,08-07-2005 10:26,302,568,08-07-2005 10:26,4.99,1
4677,08-07-2005 10:30,258,272,08-07-2005 10:30,5.99,NULL
4678,08-07-2005 10:30,219,54,08-07-2005 10:30,0.99,NULL
4679,08-07-2005 10:33,423,789,08-07-2005 10:33,2.99,0.5
4680,08-07-2005 10:35,227,880,08-07-2005 10:35,2.99,NULL
4681,08-07-2005 10:36,133,229,08-07-2005 10:36,6.99,NULL
4682,08-07-2005 10:38,263,193,08-07-2005 10:38,2.99,NULL
4683,08-07-2005 10:38,283,759,08-07-2005 10:38,2.99,1
4684,08-07-2005 10:41,585,112,08-07-2005 10:41,9.99,NULL
4685,08-07-2005 10:45,590,131,08-07-2005 10:45,4.99,NULL
4686,08-07-2005 10:53,234,306,08-07-2005 10:53,0.99,NULL
4687,08-07-2005 10:54,169,255,08-07-2005 10:54,4.99,1
4688,08-07-2005 11:03,80,782,08-07-2005 11:03,5.99,NULL
4689,08-07-2005 11:03,364,554,08-07-2005 11:03,4.99,NULL
4690,08-07-2005 11:04,64,727,08-07-2005 11:04,1.99,1
4691,08-07-2005 11:04,126,130,08-07-2005 11:04,0.99,1
4692,08-07-2005 11:07,288,326,08-07-2005 11:07,2.99,NULL
4693,08-07-2005 11:07,221,369,08-07-2005 11:07,6.99,NULL
4694,08-07-2005 11:07,229,794,08-07-2005 11:07,0.99,1
4695,08-07-2005 11:07,39,175,08-07-2005 11:07,8.99,1
4696,08-07-2005 11:12,424,300,08-07-2005 11:12,5.99,1
4697,08-07-2005 11:19,224,900,08-07-2005 11:19,2.99,1
4698,08-07-2005 11:19,570,864,08-07-2005 11:19,0.99,NULL
4699,08-07-2005 11:36,348,538,08-07-2005 11:36,0.99,NULL
4700,08-07-2005 11:37,317,850,08-07-2005 11:37,0.99,NULL
4701,08-07-2005 11:38,522,661,08-07-2005 11:38,4.99,NULL
4702,08-07-2005 11:41,56,570,08-07-2005 11:41,4.99,NULL
4703,08-07-2005 11:44,544,626,08-07-2005 11:44,2.99,1
4704,08-07-2005 11:45,28,496,08-07-2005 11:45,0.99,1
4705,08-07-2005 11:50,85,811,08-07-2005 11:50,2.99,NULL
4706,08-07-2005 11:51,380,552,08-07-2005 11:51,4.99,NULL
4707,08-07-2005 11:57,286,10,08-07-2005 11:57,4.99,NULL
4708,08-07-2005 11:59,212,715,08-07-2005 11:59,10.99,NULL
4709,08-07-2005 12:04,124,864,08-07-2005 12:04,2.99,0.5
4710,08-07-2005 12:04,590,56,08-07-2005 12:04,2.99,NULL
4711,08-07-2005 12:06,563,505,08-07-2005 12:06,2.99,NULL
4712,08-07-2005 12:10,39,517,08-07-2005 12:10,6.99,1
4713,08-07-2005 12:12,207,306,08-07-2005 12:12,5.99,NULL
4714,08-07-2005 12:12,385,420,08-07-2005 12:12,6.99,0.5
4715,08-07-2005 12:15,276,873,08-07-2005 12:15,0.99,NULL
4716,08-07-2005 12:18,391,418,08-07-2005 12:18,0.99,0.5
4717,08-07-2005 12:22,453,327,08-07-2005 12:22,4.99,NULL
4718,08-07-2005 12:32,535,361,08-07-2005 12:32,6.99,NULL
4719,08-07-2005 12:33,556,291,08-07-2005 12:33,2.99,NULL
4720,08-07-2005 12:34,452,586,08-07-2005 12:34,0.99,NULL
4721,08-07-2005 12:39,234,682,08-07-2005 12:39,7.99,NULL
4722,08-07-2005 12:42,590,817,08-07-2005 12:42,4.99,NULL
4723,08-07-2005 12:44,44,215,08-07-2005 12:44,9.99,1
4724,08-07-2005 12:46,18,740,08-07-2005 12:46,3.99,NULL
4725,08-07-2005 12:47,3,447,08-07-2005 12:47,4.99,NULL
4726,08-07-2005 12:50,144,953,08-07-2005 12:50,6.99,NULL
4727,08-07-2005 12:54,39,276,08-07-2005 12:54,7.99,1
4728,08-07-2005 12:59,462,806,08-07-2005 12:59,3.99,1
4729,08-07-2005 12:59,205,313,08-07-2005 12:59,4.99,NULL
4730,08-07-2005 12:59,126,353,08-07-2005 12:59,2.99,1
4731,08-07-2005 13:08,241,896,08-07-2005 13:08,0.99,1
4732,08-07-2005 13:09,562,69,08-07-2005 13:09,5.99,NULL
4733,08-07-2005 13:12,93,482,08-07-2005 13:12,2.99,1
4734,08-07-2005 13:12,546,418,08-07-2005 13:12,0.99,1
4735,08-07-2005 13:12,381,942,08-07-2005 13:12,0.99,NULL
4736,08-07-2005 13:22,79,660,08-07-2005 13:22,4.99,0.5
4737,08-07-2005 13:23,116,933,08-07-2005 13:23,4.99,NULL
4738,08-07-2005 13:24,31,439,08-07-2005 13:24,9.99,1
4739,08-07-2005 13:25,197,28,08-07-2005 13:25,4.99,1
4740,08-07-2005 13:30,379,561,08-07-2005 13:30,2.99,1
4741,08-07-2005 13:31,260,114,08-07-2005 13:31,6.99,1
4742,08-07-2005 13:35,340,663,08-07-2005 13:35,0.99,1
4743,08-07-2005 13:42,535,16,08-07-2005 13:42,2.99,NULL
4744,08-07-2005 13:43,507,647,08-07-2005 13:43,0.99,0.5
4745,08-07-2005 13:45,354,298,08-07-2005 13:45,2.99,1
4746,08-07-2005 13:47,148,37,08-07-2005 13:47,2.99,NULL
4747,08-07-2005 13:53,383,859,08-07-2005 13:53,5.99,NULL
4748,08-07-2005 13:59,9,931,08-07-2005 13:59,0.99,NULL
4749,08-07-2005 14:05,236,265,08-07-2005 14:05,4.99,NULL
4750,08-07-2005 14:07,198,743,08-07-2005 14:07,0.99,NULL
4751,08-07-2005 14:07,436,760,08-07-2005 14:07,2.99,NULL
4752,08-07-2005 14:15,512,715,08-07-2005 14:15,5.99,NULL
4753,08-07-2005 14:18,391,358,08-07-2005 14:18,0.99,0.5
4754,08-07-2005 14:20,108,697,08-07-2005 14:20,0.99,NULL
4755,08-07-2005 14:23,378,143,08-07-2005 14:23,0.99,1
4756,08-07-2005 14:24,351,674,08-07-2005 14:24,1.99,1
4757,08-07-2005 14:36,504,283,08-07-2005 14:36,0.99,NULL
4758,08-07-2005 14:38,288,809,08-07-2005 14:38,0.99,NULL
4759,08-07-2005 14:39,284,871,08-07-2005 14:39,7.99,NULL
4760,08-07-2005 14:48,177,813,08-07-2005 14:48,0.99,NULL
4761,08-07-2005 14:51,351,777,08-07-2005 14:51,5.99,1
4762,08-07-2005 14:54,36,86,08-07-2005 14:54,4.99,0.5
4763,08-07-2005 14:57,465,200,08-07-2005 14:57,0.99,NULL
4764,08-07-2005 15:01,89,265,08-07-2005 15:01,8.99,NULL
4765,08-07-2005 15:08,437,103,08-07-2005 15:08,4.99,NULL
4766,08-07-2005 15:16,149,235,08-07-2005 15:16,3.99,NULL
4767,08-07-2005 15:18,350,819,08-07-2005 15:18,2.99,1
4768,08-07-2005 15:28,482,611,08-07-2005 15:28,4.99,NULL
4769,08-07-2005 15:29,501,759,08-07-2005 15:29,2.99,NULL
4770,08-07-2005 15:29,573,525,08-07-2005 15:29,2.99,NULL
4771,08-07-2005 15:33,32,235,08-07-2005 15:33,2.99,1
4772,08-07-2005 15:41,486,466,08-07-2005 15:41,7.99,NULL
4773,08-07-2005 15:41,519,664,08-07-2005 15:41,2.99,0.5
4774,08-07-2005 15:42,489,147,08-07-2005 15:42,3.99,0.5
4775,08-07-2005 15:44,595,930,08-07-2005 15:44,2.99,1
4776,08-07-2005 15:44,563,571,08-07-2005 15:44,5.99,NULL
4777,08-07-2005 15:48,102,99,08-07-2005 15:48,3.99,NULL
4778,08-07-2005 15:51,78,132,08-07-2005 15:51,0.99,1
4779,08-07-2005 15:53,338,292,08-07-2005 15:53,4.99,NULL
4780,08-07-2005 16:06,115,601,08-07-2005 16:06,1.99,NULL
4781,08-07-2005 16:06,593,395,08-07-2005 16:06,4.99,NULL
4782,08-07-2005 16:08,436,99,08-07-2005 16:08,4.99,NULL
4783,08-07-2005 16:09,214,862,08-07-2005 16:09,3.99,NULL
4784,08-07-2005 16:09,182,119,08-07-2005 16:09,0.99,NULL
4785,08-07-2005 16:10,474,11,08-07-2005 16:10,0.99,NULL
4786,08-07-2005 16:13,294,597,08-07-2005 16:13,7.99,NULL
4787,08-07-2005 16:16,7,857,08-07-2005 16:16,5.99,NULL
4788,08-07-2005 16:17,533,151,08-07-2005 16:17,4.99,1
4789,08-07-2005 16:22,73,4,08-07-2005 16:22,4.99,NULL
4790,08-07-2005 16:25,500,20,08-07-2005 16:25,4.99,NULL
4791,08-07-2005 16:27,393,551,08-07-2005 16:27,7.99,1
4792,08-07-2005 16:29,147,461,08-07-2005 16:29,0.99,0.5
4793,08-07-2005 16:30,427,679,08-07-2005 16:30,3.99,1
4794,08-07-2005 16:30,451,548,08-07-2005 16:30,8.99,NULL
4795,08-07-2005 16:32,497,747,08-07-2005 16:32,0.99,NULL
4796,08-07-2005 16:35,9,545,08-07-2005 16:35,1.99,NULL
4797,08-07-2005 16:39,265,304,08-07-2005 16:39,2.99,NULL
4798,08-07-2005 16:45,212,847,08-07-2005 16:45,3.99,NULL
4799,08-07-2005 16:49,512,894,08-07-2005 16:49,0.99,NULL
4800,08-07-2005 16:51,99,422,08-07-2005 16:51,4.99,NULL
4801,08-07-2005 16:51,431,166,08-07-2005 16:51,2.99,NULL
4802,08-07-2005 16:55,562,4,08-07-2005 16:55,4.99,NULL
4803,08-07-2005 16:56,174,388,08-07-2005 16:56,1.99,NULL
4804,08-07-2005 16:57,269,821,08-07-2005 16:57,0.99,NULL
4805,08-07-2005 16:59,453,83,08-07-2005 16:59,2.99,NULL
4806,08-07-2005 17:01,506,48,08-07-2005 17:01,8.99,NULL
4807,08-07-2005 17:01,348,985,08-07-2005 17:01,8.99,NULL
4808,08-07-2005 17:02,563,558,08-07-2005 17:02,3.99,NULL
4809,08-07-2005 17:03,474,924,08-07-2005 17:03,2.99,NULL
4810,08-07-2005 17:04,209,883,08-07-2005 17:04,4.99,1
4811,08-07-2005 17:04,127,878,08-07-2005 17:04,5.99,1
4812,08-07-2005 17:07,304,723,08-07-2005 17:07,8.99,NULL
4813,08-07-2005 17:09,439,603,08-07-2005 17:09,4.99,NULL
4814,08-07-2005 17:11,244,766,08-07-2005 17:11,4.99,NULL
4815,08-07-2005 17:12,581,184,08-07-2005 17:12,8.99,NULL
4816,08-07-2005 17:14,207,593,08-07-2005 17:14,0.99,NULL
4817,08-07-2005 17:17,145,351,08-07-2005 17:17,2.99,NULL
4818,08-07-2005 17:18,144,23,08-07-2005 17:18,3.99,NULL
4819,08-07-2005 17:19,64,295,08-07-2005 17:19,5.99,1
4820,08-07-2005 17:25,172,586,08-07-2005 17:25,5.99,0.5
4821,08-07-2005 17:28,172,369,08-07-2005 17:28,4.99,0.5
4822,08-07-2005 17:28,185,865,08-07-2005 17:28,7.99,0.5
4823,08-07-2005 17:28,206,32,08-07-2005 17:28,4.99,1
4824,08-07-2005 17:37,225,403,08-07-2005 17:37,7.99,1
4825,08-07-2005 17:43,563,527,08-07-2005 17:43,4.99,NULL
4826,08-07-2005 17:44,180,202,08-07-2005 17:44,7.99,NULL
4827,08-07-2005 17:46,110,973,08-07-2005 17:46,4.99,1
4828,08-07-2005 17:52,92,244,08-07-2005 17:52,4.99,1
4829,08-07-2005 17:54,133,584,08-07-2005 17:54,2.99,NULL
4830,08-07-2005 17:56,359,254,08-07-2005 17:56,7.99,NULL
4831,08-07-2005 18:00,243,601,08-07-2005 18:00,0.99,NULL
4832,08-07-2005 18:07,509,399,08-07-2005 18:07,2.99,1
4833,08-07-2005 18:07,581,641,08-07-2005 18:07,1.99,NULL
4834,08-07-2005 18:07,301,285,08-07-2005 18:07,3.99,1
4835,08-07-2005 18:08,95,549,08-07-2005 18:08,5.99,1
4836,08-07-2005 18:09,311,604,08-07-2005 18:09,3.99,1
4837,08-07-2005 18:09,149,423,08-07-2005 18:09,0.99,NULL
4838,08-07-2005 18:11,84,816,08-07-2005 18:11,6.99,NULL
4839,08-07-2005 18:13,556,393,08-07-2005 18:13,3.99,NULL
4840,08-07-2005 18:18,119,365,08-07-2005 18:18,8.99,0.5
4841,08-07-2005 18:18,248,114,08-07-2005 18:18,0.99,NULL
4842,08-07-2005 18:21,160,314,08-07-2005 18:21,0.99,1
4843,08-07-2005 18:27,45,795,08-07-2005 18:27,0.99,NULL
4844,08-07-2005 18:28,237,883,08-07-2005 18:28,4.99,NULL
4845,08-07-2005 18:28,553,508,08-07-2005 18:28,4.99,NULL
4846,08-07-2005 18:29,556,91,08-07-2005 18:29,0.99,NULL
4847,08-07-2005 18:29,544,745,08-07-2005 18:29,6.99,1
4848,08-07-2005 18:30,251,649,08-07-2005 18:30,2.99,NULL
4849,08-07-2005 18:34,146,941,08-07-2005 18:34,6.99,NULL
4850,08-07-2005 18:39,154,666,08-07-2005 18:39,5.99,1
